idquiz,idEstudiante,idQuestion,FechQuiz,Respuesta,Audit
1993,1001237675,3,2017-10-20,c,"2017-10-20 14:29:49"
1993,98670692,25,2017-10-19,b,"2017-10-19 14:50:27"
1993,99090816124,9,2017-10-18,b,"2017-10-18 09:40:37"
1994,1000748484,18,2017-10-18,c,"2017-10-18 13:59:47"
1994,1001238087,37,2017-10-18,a,"2017-10-18 09:40:39"
1994,98103066506,34,2017-10-20,a,"2017-10-20 14:29:50"
1994,98670692,33,2017-10-19,d,"2017-10-19 14:50:55"
1995,1000895174,13,2017-10-18,b,"2017-10-18 09:40:39"
1995,1193118961,25,2017-10-20,b,"2017-10-20 14:29:51"
1995,98670692,30,2017-10-19,a,"2017-10-19 14:51:21"
1996,1007942465,12,2017-10-20,b,"2017-10-20 14:29:53"
1996,98670692,28,2017-10-19,a,"2017-10-19 14:51:50"
1997,1002058158,16,2017-10-20,c,"2017-10-20 14:29:55"
1997,98670692,3,2017-10-19,c,"2017-10-19 14:52:09"
1997,99091103490,20,2017-10-18,a,"2017-10-18 09:40:43"
1998,1001133412,33,2017-10-18,d,"2017-10-18 09:40:43"
1998,1010090660,17,2017-10-20,f,"2017-10-20 14:29:55"
1998,98670692,8,2017-10-19,b,"2017-10-19 14:52:24"
1999,1000895174,7,2017-10-18,c,"2017-10-18 09:40:45"
1999,98670692,36,2017-10-19,a,"2017-10-19 14:54:12"
1999,99101901650,2,2017-10-18,c,"2017-10-18 13:59:55"
2000,1001238087,35,2017-10-18,a,"2017-10-18 09:40:46"
2000,98670692,21,2017-10-19,c,"2017-10-19 14:54:31"
2000,99102107809,8,2017-10-20,b,"2017-10-20 14:29:57"
2001,1000748667,14,2017-10-18,b,"2017-10-18 09:40:46"
2001,1001003998,24,2017-10-20,c,"2017-10-20 14:29:59"
2001,1007439946,8,2017-10-18,b,"2017-10-18 13:59:56"
2001,98670692,4,2017-10-19,c,"2017-10-19 14:56:10"
2002,1000748484,7,2017-10-18,c,"2017-10-18 13:59:59"
2002,1152713785,35,2017-10-20,a,"2017-10-20 14:29:59"
2002,98670692,22,2017-10-19,a,"2017-10-19 14:56:22"
2002,99090816124,15,2017-10-18,d,"2017-10-18 09:40:50"
2003,1001238087,1,2017-10-18,b,"2017-10-18 09:40:51"
2003,1010090660,25,2017-10-20,b,"2017-10-20 14:30:00"
2003,1017268478,32,2017-10-18,b,"2017-10-18 14:00:00"
2003,98670692,9,2017-10-19,b,"2017-10-19 14:56:33"
2004,1007310035,19,2017-10-18,b,"2017-10-18 09:40:53"
2004,98670692,15,2017-10-19,d,"2017-10-19 14:56:42"
2004,99101510049,40,2017-10-20,a,"2017-10-20 14:30:00"
2005,1000532291,1,2017-10-18,b,"2017-10-18 09:40:53"
2005,1007942465,7,2017-10-20,c,"2017-10-20 14:30:01"
2005,98670692,12,2017-10-19,b,"2017-10-19 14:56:50"
2006,98670692,29,2017-10-19,a,"2017-10-19 14:57:14"
2006,99090816124,4,2017-10-18,c,"2017-10-18 09:40:55"
2007,1001238087,8,2017-10-18,b,"2017-10-18 09:40:55"
2007,1007242337,35,2017-10-20,a,"2017-10-20 14:30:02"
2007,98670692,6,2017-10-19,c,"2017-10-19 14:57:30"
2008,1000895174,20,2017-10-18,a,"2017-10-18 09:40:55"
2008,1002058158,1,2017-10-20,a,"2017-10-20 14:30:04"
2008,98670692,40,2017-10-19,a,"2017-10-19 14:58:46"
2009,1000397376,26,2017-10-18,c,"2017-10-18 09:40:56"
2009,1010090660,10,2017-10-20,c,"2017-10-20 14:30:04"
2009,98670692,35,2017-10-19,a,"2017-10-19 14:59:26"
2010,1007241956,22,2017-10-18,a,"2017-10-18 14:00:10"
2010,98670692,2,2017-10-19,c,"2017-10-19 14:59:37"
2010,99090816124,1,2017-10-18,b,"2017-10-18 09:40:59"
2011,1001238087,13,2017-10-18,b,"2017-10-18 09:41:00"
2011,1007666787,26,2017-10-20,b,"2017-10-20 14:30:12"
2011,98670692,24,2017-10-19,a,"2017-10-19 14:59:44"
2012,1000895174,11,2017-10-18,b,"2017-10-18 09:41:00"
2012,1002058158,30,2017-10-20,a,"2017-10-20 14:30:13"
2012,1017268478,6,2017-10-18,c,"2017-10-18 14:00:13"
2012,98670692,20,2017-10-19,a,"2017-10-19 15:00:02"
2013,1000189600,16,2017-10-18,e,"2017-10-18 14:00:14"
2013,1000397376,10,2017-10-18,c,"2017-10-18 09:41:04"
2013,98670692,7,2017-10-19,c,"2017-10-19 15:00:46"
2014,1002058158,7,2017-10-20,c,"2017-10-20 14:30:16"
2014,98670692,38,2017-10-19,b,"2017-10-19 15:01:23"
2014,99090816124,25,2017-10-18,b,"2017-10-18 09:41:06"
2015,1001238087,3,2017-10-18,c,"2017-10-18 09:41:06"
2015,98670692,18,2017-10-19,c,"2017-10-19 15:01:37"
2015,99102107809,13,2017-10-20,b,"2017-10-20 14:30:18"
2016,1000098620,34,2017-10-20,a,"2017-10-20 14:30:19"
2016,98670692,26,2017-10-19,c,"2017-10-19 15:01:49"
2017,1000748070,35,2017-10-20,b,"2017-10-20 14:30:21"
2017,1000748484,10,2017-10-18,c,"2017-10-18 14:00:18"
2017,98670692,5,2017-10-19,a,"2017-10-19 15:02:14"
2017,99091103490,18,2017-10-18,b,"2017-10-18 09:41:07"
2018,98670692,10,2017-10-19,c,"2017-10-19 15:02:28"
2019,1001133412,37,2017-10-18,b,"2017-10-18 09:41:10"
2019,1002058158,36,2017-10-20,a,"2017-10-20 14:30:24"
2019,1017268478,36,2017-10-18,a,"2017-10-18 14:00:22"
2019,98670692,27,2017-10-19,c,"2017-10-19 15:02:46"
2020,1001003998,20,2017-10-20,a,"2017-10-20 14:30:26"
2020,1001238087,22,2017-10-18,a,"2017-10-18 09:41:11"
2020,98670692,17,2017-10-19,f,"2017-10-19 15:03:03"
2021,1000895174,22,2017-10-18,a,"2017-10-18 09:41:12"
2021,1007242126,15,2017-10-20,d,"2017-10-20 14:30:27"
2021,98670692,13,2017-10-19,b,"2017-10-19 15:03:13"
2022,98060952264,32,2017-10-18,d,"2017-10-18 09:41:12"
2022,98670692,37,2017-10-19,b,"2017-10-19 15:03:54"
2023,98670692,32,2017-10-19,b,"2017-10-19 15:04:15"
2023,99090816124,34,2017-10-18,a,"2017-10-18 09:41:14"
2023,99101901650,11,2017-10-18,b,"2017-10-18 14:00:26"
2024,1001238087,20,2017-10-18,a,"2017-10-18 09:41:16"
2024,1010090660,32,2017-10-20,b,"2017-10-20 14:30:31"
2024,1017268478,25,2017-10-18,a,"2017-10-18 14:00:27"
2024,98670692,11,2017-10-19,b,"2017-10-19 15:04:25"
2025,98670692,39,2017-10-19,a,"2017-10-19 15:04:39"
2026,1000748484,6,2017-10-18,c,"2017-10-18 14:00:30"
2026,98670692,34,2017-10-19,a,"2017-10-19 15:05:06"
2026,99090816124,26,2017-10-18,c,"2017-10-18 09:41:18"
2027,1010090660,13,2017-10-20,b,"2017-10-20 14:30:36"
2027,98670692,23,2017-10-19,b,"2017-10-19 15:05:14"
2027,99091103490,14,2017-10-18,b,"2017-10-18 09:41:19"
2028,1000748070,29,2017-10-20,a,"2017-10-20 14:30:37"
2028,1007310035,40,2017-10-18,a,"2017-10-18 09:41:19"
2028,98670692,16,2017-10-19,e,"2017-10-19 15:05:25"
2028,99101901650,20,2017-10-18,a,"2017-10-18 14:00:31"
2029,1001133412,38,2017-10-18,a,"2017-10-18 09:41:20"
2029,1017268478,37,2017-10-18,a,"2017-10-18 14:00:32"
2029,98670692,14,2017-10-19,b,"2017-10-19 15:05:47"
2030,1007286682,22,2017-10-20,a,"2017-10-20 14:30:40"
2030,98060952264,10,2017-10-18,c,"2017-10-18 09:41:21"
2030,98670692,1,2017-10-19,b,"2017-10-19 15:06:29"
2031,1000397376,21,2017-10-18,a,"2017-10-18 09:41:23"
2031,1010090660,5,2017-10-20,a,"2017-10-20 14:30:41"
2031,1020492443,26,2017-10-19,c,"2017-10-19 20:30:06"
2032,1000098620,28,2017-10-20,a,"2017-10-20 14:30:42"
2032,1000570006,25,2017-10-19,a,"2017-10-19 20:30:09"
2032,1000895174,19,2017-10-18,b,"2017-10-18 09:41:23"
2032,1017268478,33,2017-10-18,b,"2017-10-18 14:00:38"
2033,1000570006,3,2017-10-19,c,"2017-10-19 20:30:32"
2033,1001238087,15,2017-10-18,d,"2017-10-18 09:41:24"
2033,1026159755,8,2017-10-18,b,"2017-10-18 14:00:39"
2033,99101510049,2,2017-10-20,c,"2017-10-20 14:30:44"
2034,1000570006,4,2017-10-19,b,"2017-10-19 20:30:51"
2034,1000748667,32,2017-10-18,d,"2017-10-18 09:41:25"
2034,1007241956,32,2017-10-18,b,"2017-10-18 14:00:40"
2034,1010090660,18,2017-10-20,c,"2017-10-20 14:30:46"
2035,1000564404,10,2017-10-19,c,"2017-10-19 20:30:53"
2035,99090816124,35,2017-10-18,a,"2017-10-18 09:41:27"
2036,1000397376,25,2017-10-18,b,"2017-10-18 09:41:27"
2036,1007666787,32,2017-10-20,b,"2017-10-20 14:30:48"
2036,1020492443,24,2017-10-19,a,"2017-10-19 20:31:04"
2036,99101901650,21,2017-10-18,a,"2017-10-18 14:00:41"
2037,1000098620,17,2017-10-20,f,"2017-10-20 14:30:48"
2037,1001238087,39,2017-10-18,a,"2017-10-18 09:41:28"
2037,99091305905,10,2017-10-19,c,"2017-10-19 20:31:07"
2038,1007242337,9,2017-10-20,b,"2017-10-20 14:30:49"
2038,1007310035,21,2017-10-18,c,"2017-10-18 09:41:31"
2038,99091305905,24,2017-10-19,a,"2017-10-19 20:31:59"
2038,99101901650,18,2017-10-18,c,"2017-10-18 14:00:45"
2039,1000564404,35,2017-10-19,a,"2017-10-19 20:32:32"
2039,1000895174,21,2017-10-18,a,"2017-10-18 09:41:33"
2039,1007286682,18,2017-10-20,c,"2017-10-20 14:30:50"
2040,1007241956,6,2017-10-18,c,"2017-10-18 14:00:51"
2040,1020492443,8,2017-10-19,c,"2017-10-19 20:32:39"
2040,99090816124,24,2017-10-18,a,"2017-10-18 09:41:33"
2041,1000564404,17,2017-10-19,f,"2017-10-19 20:32:53"
2041,99111702108,14,2017-10-20,a,"2017-10-20 14:30:51"
2042,1000570006,29,2017-10-19,a,"2017-10-19 20:33:14"
2042,1001013618,3,2017-10-18,c,"2017-10-18 09:41:37"
2042,1007942465,35,2017-10-20,a,"2017-10-20 14:30:51"
2042,99101901650,40,2017-10-18,a,"2017-10-18 14:00:52"
2043,1000748484,1,2017-10-18,b,"2017-10-18 14:00:53"
2043,1000895174,3,2017-10-18,c,"2017-10-18 09:41:39"
2043,1007330435,31,2017-10-19,a,"2017-10-19 20:33:16"
2044,1000348672,29,2017-10-20,a,"2017-10-20 14:30:56"
2044,1006107585,14,2017-10-19,b,"2017-10-19 20:33:29"
2044,99090816124,13,2017-10-18,b,"2017-10-18 09:41:39"
2045,1001238087,33,2017-10-18,d,"2017-10-18 09:41:40"
2045,1020492443,22,2017-10-19,c,"2017-10-19 20:33:53"
2046,1000564404,30,2017-10-19,a,"2017-10-19 20:34:00"
2046,1007310035,23,2017-10-18,b,"2017-10-18 09:41:42"
2047,1000348672,11,2017-10-20,b,"2017-10-20 14:31:01"
2047,1001013618,25,2017-10-18,b,"2017-10-18 09:41:45"
2047,1006107585,5,2017-10-19,a,"2017-10-19 20:34:16"
2047,99101901650,30,2017-10-18,b,"2017-10-18 14:01:15"
2048,1000748667,11,2017-10-18,b,"2017-10-18 09:41:45"
2048,1001362467,33,2017-10-20,d,"2017-10-20 14:31:02"
2048,99091305905,15,2017-10-19,d,"2017-10-19 20:34:23"
2049,1000416278,25,2017-10-18,a,"2017-10-18 09:41:47"
2049,98103066506,20,2017-10-20,a,"2017-10-20 14:31:05"
2049,99091305905,14,2017-10-19,a,"2017-10-19 20:34:48"
2050,1000098620,21,2017-10-20,a,"2017-10-20 14:31:06"
2050,1000570006,6,2017-10-19,c,"2017-10-19 20:35:17"
2050,99101901650,29,2017-10-18,b,"2017-10-18 14:01:22"
2051,1001238087,10,2017-10-18,b,"2017-10-18 09:41:50"
2051,1020492443,32,2017-10-19,b,"2017-10-19 20:35:27"
2051,99101510049,14,2017-10-20,b,"2017-10-20 14:31:06"
2052,1000570006,26,2017-10-19,c,"2017-10-19 20:35:32"
2052,1002058158,23,2017-10-20,b,"2017-10-20 14:31:09"
2052,99090816124,28,2017-10-18,a,"2017-10-18 09:41:54"
2053,1000532291,18,2017-10-18,c,"2017-10-18 09:41:55"
2053,1007241956,28,2017-10-18,a,"2017-10-18 14:01:31"
2053,1007286682,9,2017-10-20,b,"2017-10-20 14:31:10"
2053,1020492443,31,2017-10-19,a,"2017-10-19 20:35:48"
2054,1000564404,33,2017-10-19,d,"2017-10-19 20:36:01"
2054,1001238087,17,2017-10-18,f,"2017-10-18 09:41:57"
2054,1010090660,3,2017-10-20,c,"2017-10-20 14:31:10"
2055,1020492443,6,2017-10-19,c,"2017-10-19 20:36:20"
2055,99091103490,22,2017-10-18,a,"2017-10-18 09:42:00"
2055,99101510049,11,2017-10-20,b,"2017-10-20 14:31:10"
2056,1001238087,21,2017-10-18,c,"2017-10-18 09:42:02"
2056,99091305905,4,2017-10-19,b,"2017-10-19 20:36:23"
2057,1006107585,35,2017-10-19,a,"2017-10-19 20:36:30"
2057,1152713785,31,2017-10-20,a,"2017-10-20 14:31:19"
2057,99090816124,40,2017-10-18,a,"2017-10-18 09:42:04"
2058,1007439946,34,2017-10-18,b,"2017-10-18 14:01:40"
2058,1020492443,21,2017-10-19,c,"2017-10-19 20:36:38"
2058,99101510049,3,2017-10-20,c,"2017-10-20 14:31:21"
2059,1000570006,5,2017-10-19,c,"2017-10-19 20:36:51"
2059,1000895174,40,2017-10-18,a,"2017-10-18 09:42:08"
2059,1007942465,18,2017-10-20,a,"2017-10-20 14:31:21"
2060,1000570006,12,2017-10-19,b,"2017-10-19 20:37:05"
2060,1001238087,40,2017-10-18,a,"2017-10-18 09:42:09"
2061,1000532291,15,2017-10-18,d,"2017-10-18 09:42:09"
2061,1000564404,21,2017-10-19,c,"2017-10-19 20:37:09"
2061,1001362467,17,2017-10-20,f,"2017-10-20 14:31:23"
2061,98072568273,16,2017-10-18,d,"2017-10-18 14:01:48"
2062,1001420464,8,2017-10-19,c,"2017-10-19 20:37:19"
2062,1002058158,28,2017-10-20,a,"2017-10-20 14:31:24"
2062,98060952264,4,2017-10-18,c,"2017-10-18 09:42:09"
2063,1000748667,18,2017-10-18,c,"2017-10-18 09:42:10"
2063,1006107585,13,2017-10-19,b,"2017-10-19 20:37:25"
2063,1010090660,28,2017-10-20,a,"2017-10-20 14:31:25"
2064,1000348672,36,2017-10-20,a,"2017-10-20 14:31:26"
2064,1000570006,27,2017-10-19,c,"2017-10-19 20:37:28"
2064,1007310035,7,2017-10-18,c,"2017-10-18 09:42:11"
2065,1002058158,12,2017-10-20,b,"2017-10-20 14:31:27"
2065,1007439946,18,2017-10-18,c,"2017-10-18 14:01:52"
2065,1007643081,24,2017-10-19,c,"2017-10-19 20:37:36"
2065,99090816124,11,2017-10-18,b,"2017-10-18 09:42:11"
2066,1000564404,27,2017-10-19,c,"2017-10-19 20:37:40"
2066,1001003998,35,2017-10-20,a,"2017-10-20 14:31:28"
2067,1001238087,23,2017-10-18,b,"2017-10-18 09:42:15"
2067,99091305905,8,2017-10-19,c,"2017-10-19 20:37:42"
2068,1000570006,11,2017-10-19,b,"2017-10-19 20:37:42"
2068,98060952264,37,2017-10-18,a,"2017-10-18 09:42:18"
2069,1007242126,19,2017-10-20,b,"2017-10-20 14:31:34"
2069,99091103490,35,2017-10-18,a,"2017-10-18 09:42:19"
2070,1000570006,14,2017-10-19,c,"2017-10-19 20:37:54"
2070,1001238087,36,2017-10-18,a,"2017-10-18 09:42:19"
2070,1007241956,19,2017-10-18,b,"2017-10-18 14:01:55"
2071,1001133412,40,2017-10-18,b,"2017-10-18 09:42:20"
2071,1020492443,35,2017-10-19,a,"2017-10-19 20:38:04"
2071,1152713785,27,2017-10-20,b,"2017-10-20 14:31:36"
2072,1000098620,4,2017-10-20,b,"2017-10-20 14:31:37"
2072,1000895174,33,2017-10-18,d,"2017-10-18 09:42:21"
2073,1006107585,3,2017-10-19,c,"2017-10-19 20:38:10"
2073,1010090660,16,2017-10-20,e,"2017-10-20 14:31:38"
2073,99090816124,30,2017-10-18,a,"2017-10-18 09:42:23"
2074,1001238087,9,2017-10-18,b,"2017-10-18 09:42:23"
2074,1002058158,4,2017-10-20,c,"2017-10-20 14:31:40"
2074,1020492443,25,2017-10-19,a,"2017-10-19 20:38:14"
2075,1025884333,23,2017-10-20,b,"2017-10-20 14:31:41"
2075,99091305905,23,2017-10-19,b,"2017-10-19 20:38:18"
2076,1000748667,8,2017-10-18,b,"2017-10-18 09:42:24"
2076,1001420464,15,2017-10-19,d,"2017-10-19 20:38:23"
2076,1007241956,4,2017-10-18,c,"2017-10-18 14:02:11"
2077,1000564404,26,2017-10-19,c,"2017-10-19 20:38:24"
2077,1000895174,10,2017-10-18,c,"2017-10-18 09:42:28"
2078,1001238087,7,2017-10-18,c,"2017-10-18 09:42:29"
2078,1001420464,26,2017-10-19,d,"2017-10-19 20:38:36"
2078,1007241956,1,2017-10-18,b,"2017-10-18 14:02:17"
2078,1007666787,25,2017-10-20,b,"2017-10-20 14:31:42"
2079,1000570006,19,2017-10-19,b,"2017-10-19 20:38:52"
2079,1001133412,32,2017-10-18,b,"2017-10-18 09:42:31"
2079,1007241956,20,2017-10-18,a,"2017-10-18 14:02:23"
2079,1152713785,20,2017-10-20,a,"2017-10-20 14:31:43"
2080,1000564404,5,2017-10-19,a,"2017-10-19 20:38:57"
2080,99090816124,37,2017-10-18,b,"2017-10-18 09:42:32"
2081,1000564404,11,2017-10-19,b,"2017-10-19 20:39:13"
2081,1001362467,40,2017-10-20,a,"2017-10-20 14:31:44"
2082,1000895174,9,2017-10-18,b,"2017-10-18 09:42:33"
2082,1020492443,19,2017-10-19,e,"2017-10-19 20:39:19"
2083,1001238087,5,2017-10-18,a,"2017-10-18 09:42:33"
2083,1002058158,38,2017-10-20,b,"2017-10-20 14:31:46"
2084,1000445010,17,2017-10-20,f,"2017-10-20 14:31:47"
2084,1000895174,12,2017-10-18,b,"2017-10-18 09:42:37"
2084,1001420464,36,2017-10-19,a,"2017-10-19 20:39:35"
2085,1001133412,25,2017-10-18,a,"2017-10-18 09:42:37"
2085,1010090660,4,2017-10-20,c,"2017-10-20 14:31:49"
2085,1020492443,14,2017-10-19,b,"2017-10-19 20:39:35"
2086,1001238087,38,2017-10-18,b,"2017-10-18 09:42:38"
2086,1006107585,31,2017-10-19,a,"2017-10-19 20:39:44"
2086,1007439946,28,2017-10-18,a,"2017-10-18 14:02:44"
2086,1193398143,2,2017-10-20,c,"2017-10-20 14:31:50"
2087,1001013618,33,2017-10-18,d,"2017-10-18 09:42:39"
2087,1002058158,37,2017-10-20,a,"2017-10-20 14:31:51"
2087,1020492443,37,2017-10-19,b,"2017-10-19 20:40:10"
2088,1000748070,34,2017-10-20,a,"2017-10-20 14:31:51"
2088,1001420464,25,2017-10-19,a,"2017-10-19 20:40:10"
2089,1001238087,34,2017-10-18,a,"2017-10-18 09:42:44"
2089,1001362467,10,2017-10-20,c,"2017-10-20 14:31:51"
2089,1020492443,9,2017-10-19,c,"2017-10-19 20:40:24"
2090,1001003998,32,2017-10-20,b,"2017-10-20 14:31:51"
2090,1001420464,10,2017-10-19,b,"2017-10-19 20:40:30"
2090,98060952264,16,2017-10-18,e,"2017-10-18 09:42:44"
2091,1000564404,24,2017-10-19,a,"2017-10-19 20:40:37"
2091,1001133412,2,2017-10-18,c,"2017-10-18 09:42:46"
2091,99092003180,30,2017-10-20,a,"2017-10-20 14:31:52"
2092,1001451921,16,2017-10-20,e,"2017-10-20 14:31:53"
2092,1020492443,16,2017-10-19,e,"2017-10-19 20:40:46"
2092,99090816124,32,2017-10-18,b,"2017-10-18 09:42:47"
2093,1000564404,15,2017-10-19,d,"2017-10-19 20:40:58"
2093,99053011540,40,2017-10-20,b,"2017-10-20 14:31:53"
2093,99091103490,30,2017-10-18,a,"2017-10-18 09:42:47"
2094,1000895174,30,2017-10-18,a,"2017-10-18 09:42:49"
2094,1007439946,3,2017-10-18,c,"2017-10-18 14:02:55"
2094,1007666787,14,2017-10-20,b,"2017-10-20 14:31:54"
2094,1020492443,12,2017-10-19,b,"2017-10-19 20:40:59"
2095,1000564404,1,2017-10-19,b,"2017-10-19 20:41:14"
2095,1001238087,16,2017-10-18,e,"2017-10-18 09:42:51"
2095,1007439946,2,2017-10-18,c,"2017-10-18 14:03:02"
2095,1152713785,3,2017-10-20,c,"2017-10-20 14:31:56"
2096,1002058158,39,2017-10-20,a,"2017-10-20 14:31:57"
2096,1020492443,10,2017-10-19,c,"2017-10-19 20:41:16"
2097,1000397376,29,2017-10-18,a,"2017-10-18 09:42:55"
2097,1001420464,35,2017-10-19,a,"2017-10-19 20:41:18"
2097,1007241956,33,2017-10-18,d,"2017-10-18 14:03:09"
2098,1000895174,29,2017-10-18,a,"2017-10-18 09:42:56"
2098,1010090660,2,2017-10-20,c,"2017-10-20 14:32:00"
2098,99091305905,38,2017-10-19,b,"2017-10-19 20:41:33"
2099,1000084121,24,2017-10-18,a,"2017-10-18 09:42:57"
2099,1001420464,16,2017-10-19,e,"2017-10-19 20:41:46"
2099,1002058158,22,2017-10-20,a,"2017-10-20 14:32:01"
2100,1000189600,4,2017-10-18,c,"2017-10-18 14:03:13"
2100,1010090660,9,2017-10-20,b,"2017-10-20 14:32:04"
2100,1020492443,18,2017-10-19,d,"2017-10-19 20:41:59"
2101,1000445010,21,2017-10-20,b,"2017-10-20 14:32:04"
2101,1001238087,27,2017-10-18,c,"2017-10-18 09:43:02"
2101,99091305905,9,2017-10-19,b,"2017-10-19 20:42:15"
2102,1000570006,37,2017-10-19,a,"2017-10-19 20:42:39"
2102,1000895174,38,2017-10-18,a,"2017-10-18 09:43:05"
2102,1007286682,7,2017-10-20,c,"2017-10-20 14:32:08"
2102,1007439946,15,2017-10-18,d,"2017-10-18 14:03:17"
2103,1000748667,28,2017-10-18,d,"2017-10-18 09:43:07"
2103,1020492443,36,2017-10-19,a,"2017-10-19 20:42:43"
2104,1001420464,28,2017-10-19,b,"2017-10-19 20:42:45"
2104,1007310035,36,2017-10-18,a,"2017-10-18 09:43:08"
2104,98103066506,25,2017-10-20,b,"2017-10-20 14:32:09"
2105,1000084121,1,2017-10-18,b,"2017-10-18 09:43:08"
2105,1001420464,39,2017-10-19,b,"2017-10-19 20:43:09"
2105,99053011540,12,2017-10-20,b,"2017-10-20 14:32:10"
2106,1000098620,2,2017-10-20,c,"2017-10-20 14:32:11"
2106,1001013618,34,2017-10-18,a,"2017-10-18 09:43:08"
2106,1020492443,30,2017-10-19,b,"2017-10-19 20:43:09"
2106,99101901650,8,2017-10-18,b,"2017-10-18 14:03:23"
2107,1000895174,24,2017-10-18,a,"2017-10-18 09:43:09"
2107,1002058158,31,2017-10-20,a,"2017-10-20 14:32:12"
2107,1007241956,7,2017-10-18,c,"2017-10-18 14:03:27"
2107,1020492443,11,2017-10-19,b,"2017-10-19 20:43:33"
2108,1001238087,29,2017-10-18,a,"2017-10-18 09:43:11"
2108,1007666787,30,2017-10-20,a,"2017-10-20 14:32:12"
2108,99101901650,9,2017-10-18,b,"2017-10-18 14:03:32"
2109,1000532291,36,2017-10-18,b,"2017-10-18 09:43:11"
2109,1007241956,5,2017-10-18,a,"2017-10-18 14:03:34"
2109,1020492443,4,2017-10-19,b,"2017-10-19 20:44:14"
2109,99101510049,4,2017-10-20,c,"2017-10-20 14:32:12"
2110,1001133412,36,2017-10-18,b,"2017-10-18 09:43:12"
2110,1007286682,10,2017-10-20,c,"2017-10-20 14:32:13"
2110,1007643081,40,2017-10-19,a,"2017-10-19 20:44:16"
2111,1001420464,34,2017-10-19,b,"2017-10-19 20:44:25"
2111,1007942465,2,2017-10-20,c,"2017-10-20 14:32:15"
2112,1000084121,40,2017-10-18,a,"2017-10-18 09:43:14"
2112,1000348672,33,2017-10-20,d,"2017-10-20 14:32:19"
2112,1000570006,28,2017-10-19,c,"2017-10-19 20:44:35"
2113,1000397376,32,2017-10-18,d,"2017-10-18 09:43:18"
2113,99091305905,39,2017-10-19,b,"2017-10-19 20:44:40"
2114,1001420464,13,2017-10-19,a,"2017-10-19 20:45:08"
2114,1193155819,11,2017-10-20,b,"2017-10-20 14:32:21"
2114,98060952264,13,2017-10-18,b,"2017-10-18 09:43:18"
2115,1000098620,14,2017-10-20,b,"2017-10-20 14:32:22"
2115,1001013618,16,2017-10-18,e,"2017-10-18 09:43:18"
2115,1007241956,37,2017-10-18,b,"2017-10-18 14:03:49"
2115,99091305905,12,2017-10-19,b,"2017-10-19 20:45:10"
2116,1000570006,7,2017-10-19,d,"2017-10-19 20:45:15"
2116,1001238087,32,2017-10-18,b,"2017-10-18 09:43:20"
2117,1000348672,4,2017-10-20,c,"2017-10-20 14:32:24"
2117,1001420464,20,2017-10-19,a,"2017-10-19 20:45:16"
2117,1007310035,6,2017-10-18,c,"2017-10-18 09:43:22"
2117,1007439946,26,2017-10-18,c,"2017-10-18 14:03:53"
2118,1000084121,31,2017-10-18,a,"2017-10-18 09:43:23"
2118,1006107585,37,2017-10-19,b,"2017-10-19 20:45:27"
2119,1001238087,12,2017-10-18,b,"2017-10-18 09:43:24"
2119,1007330435,35,2017-10-19,a,"2017-10-19 20:45:43"
2119,1007942465,21,2017-10-20,a,"2017-10-20 14:32:26"
2119,99101901650,25,2017-10-18,a,"2017-10-18 14:03:59"
2120,1000098620,18,2017-10-20,c,"2017-10-20 14:32:28"
2120,1000748667,31,2017-10-18,a,"2017-10-18 09:43:28"
2120,99091305905,28,2017-10-19,a,"2017-10-19 20:45:47"
2121,1000348672,14,2017-10-20,a,"2017-10-20 14:32:30"
2121,1001238087,19,2017-10-18,b,"2017-10-18 09:43:30"
2121,1007643081,15,2017-10-19,d,"2017-10-19 20:45:49"
2122,1000564404,36,2017-10-19,a,"2017-10-19 20:46:01"
2122,1001013618,7,2017-10-18,c,"2017-10-18 09:43:31"
2122,1001132829,24,2017-10-20,a,"2017-10-20 14:32:32"
2122,1193036464,1,2017-10-19,b,"2017-10-19 04:27:08"
2122,99101901650,17,2017-10-18,f,"2017-10-18 14:04:05"
2123,1000084121,33,2017-10-18,d,"2017-10-18 09:43:31"
2123,1000748484,34,2017-10-18,a,"2017-10-18 14:04:05"
2123,1007942465,14,2017-10-20,b,"2017-10-20 14:32:32"
2123,1020492443,39,2017-10-19,a,"2017-10-19 20:46:04"
2123,1193036464,2,2017-10-19,c,"2017-10-19 04:38:01"
2124,1006107585,10,2017-10-19,b,"2017-10-19 20:46:04"
2124,1193036464,3,2017-10-19,c,"2017-10-19 04:38:53"
2124,98060952264,29,2017-10-18,a,"2017-10-18 09:43:31"
2124,99101510049,26,2017-10-20,c,"2017-10-20 14:32:33"
2124,99101901650,12,2017-10-18,b,"2017-10-18 14:04:11"
2125,1000408952,6,2017-10-20,d,"2017-10-20 14:32:34"
2125,1000748484,3,2017-10-18,c,"2017-10-18 14:04:12"
2125,1001420464,18,2017-10-19,f,"2017-10-19 20:46:07"
2125,1193036464,4,2017-10-19,c,"2017-10-19 04:38:04"
2126,1000397376,3,2017-10-18,c,"2017-10-18 09:43:34"
2126,1193036464,5,2017-10-19,a,"2017-10-19 04:37:36"
2127,1000084121,22,2017-10-18,a,"2017-10-18 09:43:39"
2127,1193036464,6,2017-10-19,c,"2017-10-19 04:38:41"
2127,99091305905,29,2017-10-19,d,"2017-10-19 20:46:11"
2127,99101901650,38,2017-10-18,a,"2017-10-18 14:04:17"
